accession,spec count,peptide num,avg int m/z_126.127726,avg int m/z_127.124761,avg int m/z_127.131081,avg int m/z_128.128116,avg int m/z_128.134436,avg int m/z_129.131471,avg int m/z_129.13779,avg int m/z_130.134825,avg int m/z_130.141145,avg int m/z_131.13818,avg int m/z_131.1445,avg int m/z_132.141535,avg int m/z_132.147855,avg int m/z_133.14489,avg int m/z_133.15121,avg int m/z_134.148245,norm int m/z_126.127726,norm int m/z_127.124761,norm int m/z_127.131081,norm int m/z_128.128116,norm int m/z_128.134436,norm int m/z_129.131471,norm int m/z_129.13779,norm int m/z_130.134825,norm int m/z_130.141145,norm int m/z_131.13818,norm int m/z_131.1445,norm int m/z_132.141535,norm int m/z_132.147855,norm int m/z_133.14489,norm int m/z_133.15121,norm int m/z_134.148245,description
C0HKE7,168,168,7682.31,7034.93,6061.93,6875.88,7866.29,6338.75,6712.84,7124.73,6827.32,7635.88,8134.66,7324.84,8209.56,6264.04,6966.8,7518.93,9363.31,8654.07,10278.58,5115.82,5976.47,7517.26,8667.58,8501.63,9315.32,5054.99,9256.11,5877.07,12056.18,5819.27,4433.46,7795.12,Histone H2A type 1-N OS=Mus musculus OX=10090 GN=Hist1h2an PE=1 SV=1
C0HKE6,168,168,7682.31,7034.93,6061.93,6875.88,7866.29,6338.75,6712.84,7124.73,6827.32,7635.88,8134.66,7324.84,8209.56,6264.04,6966.8,7518.93,9363.31,8654.07,10278.58,5115.82,5976.47,7517.26,8667.58,8501.63,9315.32,5054.99,9256.11,5877.07,12056.18,5819.27,4433.46,7795.12,Histone H2A type 1-I OS=Mus musculus OX=10090 GN=H2ac13 PE=1 SV=1
C0HKE5,168,168,7682.31,7034.93,6061.93,6875.88,7866.29,6338.75,6712.84,7124.73,6827.32,7635.88,8134.66,7324.84,8209.56,6264.04,6966.8,7518.93,9363.31,8654.07,10278.58,5115.82,5976.47,7517.26,8667.58,8501.63,9315.32,5054.99,9256.11,5877.07,12056.18,5819.27,4433.46,7795.12,Histone H2A type 1-G OS=Mus musculus OX=10090 GN=H2ac11 PE=1 SV=1
C0HKE4,168,168,7682.31,7034.93,6061.93,6875.88,7866.29,6338.75,6712.84,7124.73,6827.32,7635.88,8134.66,7324.84,8209.56,6264.04,6966.8,7518.93,9363.31,8654.07,10278.58,5115.82,5976.47,7517.26,8667.58,8501.63,9315.32,5054.99,9256.11,5877.07,12056.18,5819.27,4433.46,7795.12,Histone H2A type 1-E OS=Mus musculus OX=10090 GN=H2ac8 PE=1 SV=1
C0HKE3,168,168,7682.31,7034.93,6061.93,6875.88,7866.29,6338.75,6712.84,7124.73,6827.32,7635.88,8134.66,7324.84,8209.56,6264.04,6966.8,7518.93,9363.31,8654.07,10278.58,5115.82,5976.47,7517.26,8667.58,8501.63,9315.32,5054.99,9256.11,5877.07,12056.18,5819.27,4433.46,7795.12,Histone H2A type 1-D OS=Mus musculus OX=10090 GN=H2ac7 PE=1 SV=1
C0HKE2,168,168,7682.31,7034.93,6061.93,6875.88,7866.29,6338.75,6712.84,7124.73,6827.32,7635.88,8134.66,7324.84,8209.56,6264.04,6966.8,7518.93,9363.31,8654.07,10278.58,5115.82,5976.47,7517.26,8667.58,8501.63,9315.32,5054.99,9256.11,5877.07,12056.18,5819.27,4433.46,7795.12,Histone H2A type 1-C OS=Mus musculus OX=10090 GN=H2ac6 PE=1 SV=1
P17751-2,117,117,7685.48,9983,5579.01,7797.38,22169.65,9636.35,13872.18,13395.41,7747.35,17866.23,12356.38,15264.56,7651.94,15149.6,15680.68,11676.9,9367.12,12280.83,9459.69,5801.49,16844.5,11428.24,17912.17,15984.65,10570.67,11828.28,14060.05,12247.99,11237.26,14074.44,9979.21,12106.08,Isoform 2 of Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1
P17751,117,117,7685.48,9983,5579.01,7797.38,22169.65,9636.35,13872.18,13395.41,7747.35,17866.23,12356.38,15264.56,7651.94,15149.6,15680.68,11676.9,9367.12,12280.83,9459.69,5801.49,16844.5,11428.24,17912.17,15984.65,10570.67,11828.28,14060.05,12247.99,11237.26,14074.44,9979.21,12106.08,Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=5
P04370-4,309,309,12997,9834.17,7650.19,18355.43,20774.28,10299.57,13271.76,13997.77,6255.95,33091.02,14786.12,23914.28,7733.13,23757.06,20381.56,15357.35,15841.2,12097.75,12971.74,13657.59,15784.33,12214.84,17136.9,16703.42,8535.72,21908.29,16824.9,19188.67,11356.51,22071.39,12971.04,15921.92,Isoform 4 of Myelin basic protein OS=Mus musculus OX=10090 GN=Mbp
contaminant_INT-STD2,148,148,8822.82,9679.74,5300.04,11737.32,3746.61,9664.72,1783.62,2637.67,7343.7,19720.8,1631.7,3178.81,1595.7,2607.01,3295.52,2252.19,10753.44,11907.74,8986.7,8733.12,2846.29,11461.94,2302.64,3147.18,10019.93,13056.23,1856.3,2550.26,2343.06,2421.63,2096.93,2334.61,OVAL
Q8CGP0,134,134,14549.28,11738.21,7295.22,17008.05,56501.99,8742.97,43298.04,48187.2,10188.69,23781.13,37354.45,51030.25,28376.53,60790.08,59010.98,41550.95,17733.17,14440.14,12369.85,12655.03,42931.02,10368.73,55908.72,57502.42,13901.87,15744.49,42505.84,40946.92,41673.58,56477.49,37556.05,43079.3,Histone H2B type 3-B OS=Mus musculus OX=10090 GN=H2bc26 PE=1 SV=3
Q9D2U9,134,134,14549.28,11738.21,7295.22,17008.05,56501.99,8742.97,43298.04,48187.2,10188.69,23781.13,37354.45,51030.25,28376.53,60790.08,59010.98,41550.95,17733.17,14440.14,12369.85,12655.03,42931.02,10368.73,55908.72,57502.42,13901.87,15744.49,42505.84,40946.92,41673.58,56477.49,37556.05,43079.3,H2B.U histone 2 OS=Mus musculus OX=10090 GN=H2bu2 PE=1 SV=3
E9Q5F4,148,148,8510.07,6080.63,4162.66,14424.94,8069.25,7799.94,6930.03,7579.99,6204.75,11053.31,6854.58,9006.41,5679.25,5956.94,8904.85,6366.79,10372.24,7480.06,7057.99,10732.95,6130.72,9250.28,8948.05,9044.94,8465.86,7317.67,7799.45,7226.42,8340.12,5533.93,5666.88,6600.58,"Actin, beta (Fragment) OS=Mus musculus OX=10090 GN=Actb PE=1 SV=1"
P04370-8,278,278,13938.65,10696.87,8053.83,19677.96,22473.84,11179.87,14255.67,15164.02,6747.31,36142.11,16044.27,25913.03,8302.44,25738.36,21768.17,16614.38,16988.95,13159.06,13656.18,14641.65,17075.69,13258.88,18407.38,18095.13,9206.17,23928.35,18256.58,20792.5,12192.6,23912.14,13853.53,17225.2,Isoform 8 of Myelin basic protein OS=Mus musculus OX=10090 GN=Mbp
Q99PL5-2,67,67,3999.57,8807.84,4258.7,11428.58,752.91,11272.07,273.67,1444.19,3842.12,10825.76,931.6,1147.76,973.79,1304.58,1307.82,1151.33,4874.49,10835.15,7220.87,8503.39,571.7,13368.15,353.16,1723,5242.06,7166.94,1059.66,920.49,1429.73,1211.58,831.87,1193.27,Isoform RRp61 of Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1
Q99PL5-3,62,62,4090.58,8772.79,4371.37,11385.89,754.15,11162.55,260.02,1441.58,3904.85,10887.85,972.74,1156.19,949.15,1322.13,1281.97,1229.85,4985.45,10792.02,7411.9,8471.61,572.63,13238.26,335.52,1719.87,5327.68,7208.05,1106.48,927.26,1393.55,1227.9,815.42,1274.71,Isoform RRp47 of Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1
Q64523,152,152,7717.77,7069.03,6100.44,6934.75,7865.8,6314.25,6746.6,7408.09,7019.93,8002.82,8365.4,7483.05,8498.34,6214.01,7116.72,7733,9406.53,8696.03,10343.89,5159.62,5976.09,7488.21,8711.19,8839.78,9578.14,5297.95,9518.7,6004.03,12480.3,5772.77,4528.87,8017.06,Histone H2A type 2-C OS=Mus musculus OX=10090 GN=H2ac20 PE=1 SV=3
Q6GSS7,152,152,7717.77,7069.03,6100.44,6934.75,7865.8,6314.25,6746.6,7408.09,7019.93,8002.82,8365.4,7483.05,8498.34,6214.01,7116.72,7733,9406.53,8696.03,10343.89,5159.62,5976.09,7488.21,8711.19,8839.78,9578.14,5297.95,9518.7,6004.03,12480.3,5772.77,4528.87,8017.06,Histone H2A type 2-A OS=Mus musculus OX=10090 GN=Hist2h2aa1 PE=1 SV=3
contaminant_gi|14278658|pdb|1IC6|A,96,96,288.81,396.7,213.52,610.56,656.81,312.93,365.74,652.85,420.74,651.44,541.63,515.52,360.26,495.85,885.78,672.63,351.89,487.89,361.89,454.11,498.85,371.04,472.04,778.89,573.96,431.15,616.22,413.41,528.96,460.48,563.56,697.22,"Chain A, Structure Of A Serine Protease Proteinase K From Tritirachium Album Limber At 0.98 A Resolution"
P05064,84,84,4063.4,2939.3,2602.52,6389.8,4948.34,5987.16,4602.07,3572.98,5202.65,5920.81,4294.01,4592.29,3637.4,3879.58,5856.07,3698.18,4952.34,3615.53,4412.46,4754.07,3759.4,7100.27,5942.02,4263.2,7098.49,3919.54,4885.83,3684.42,5341.45,3603.93,3726.49,3833.77,Fructose-bisphosphate aldolase A OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=2
A6ZI44,84,84,4063.4,2939.3,2602.52,6389.8,4948.34,5987.16,4602.07,3572.98,5202.65,5920.81,4294.01,4592.29,3637.4,3879.58,5856.07,3698.18,4952.34,3615.53,4412.46,4754.07,3759.4,7100.27,5942.02,4263.2,7098.49,3919.54,4885.83,3684.42,5341.45,3603.93,3726.49,3833.77,Fructose-bisphosphate aldolase OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=1
B1ATY1,60,60,12110.53,8875.77,6047.79,21136.33,13104.74,15213.39,11194.11,10325.02,10039.07,17643.11,9580.21,12290.65,7763.47,8391.86,13933.68,8413,14760.79,10918.72,10254.56,15726.84,9956.82,18042.53,14454.05,12320.6,13697.7,11680.56,10900.98,9861.72,11401.07,7796.11,8867.39,8722.07,"Actin, gamma, cytoplasmic 1 OS=Mus musculus OX=10090 GN=Actg1 PE=1 SV=1"
P02798,3,3,184.33,715,954,298,739,201.67,398.33,424.67,358.67,967.67,513.67,860.67,273.67,472.33,513.67,429.67,224.67,879.33,1617.33,221.33,561,238.67,514,506.33,489,640.33,584,690.33,401.33,438.67,326.33,445,Metallothionein-2 OS=Mus musculus OX=10090 GN=Mt2 PE=1 SV=2
E0CYL6,3,3,2526,2762.5,1791.5,10752.5,3774,3930,2411,3204.5,2535,5929.5,3081,5625,1253,3864,5542,3608,3078.5,3398,3037.5,8000.5,2867,4660.5,3113,3823.5,3458.5,3925.5,3505.5,4513,1839.5,3589.5,3526.5,3740,Proteasome subunit alpha 3 OS=Mus musculus OX=10090 GN=Psma3 PE=1 SV=1
F8WH02,3,3,2526,2762.5,1791.5,10752.5,3774,3930,2411,3204.5,2535,5929.5,3081,5625,1253,3864,5542,3608,3078.5,3398,3037.5,8000.5,2867,4660.5,3113,3823.5,3458.5,3925.5,3505.5,4513,1839.5,3589.5,3526.5,3740,Proteasome subunit alpha 3 OS=Mus musculus OX=10090 GN=Psma3 PE=1 SV=1
E0CZ34,3,3,2526,2762.5,1791.5,10752.5,3774,3930,2411,3204.5,2535,5929.5,3081,5625,1253,3864,5542,3608,3078.5,3398,3037.5,8000.5,2867,4660.5,3113,3823.5,3458.5,3925.5,3505.5,4513,1839.5,3589.5,3526.5,3740,Proteasome subunit alpha 3 OS=Mus musculus OX=10090 GN=Psma3 PE=1 SV=1
P32848,19,19,6167.89,7810.89,8221.5,16127.44,16214.06,47893.17,12131.61,11100.72,23851.22,16652.28,10829.94,9690.22,9022.89,11807.89,13257.89,8465,7517.33,9608.72,13940.5,11999.72,12319.39,56800.78,15664.5,13246.22,32544.17,11024.5,12323.17,7775.17,13250.72,10969.83,8437.28,8776,Parvalbumin alpha OS=Mus musculus OX=10090 GN=Pvalb PE=1 SV=3
P04370-10,304,304,12937.27,9737.77,7562.36,18309.54,20770.66,10256.12,13209.77,13968.72,6199.26,33038.02,14640.57,23702.08,7696.58,23500.54,20373.29,15129.2,15768.4,11979.16,12822.81,13623.44,15781.58,12163.3,17056.85,16668.74,8458.36,21873.2,16659.27,19018.4,11302.82,21833.06,12965.78,15685.38,Isoform 10 of Myelin basic protein OS=Mus musculus OX=10090 GN=Mbp
D3Z5E2,13,13,2504.08,1783.5,1132.42,8500.92,2008.08,1742.25,1881.17,2357.83,1510.5,3103.58,1627.42,2589.25,1305,1631.58,2641.75,1527.33,3051.58,2193.67,1919.83,6324.92,1525.33,2066,2428.83,2813.17,2060.75,2054.33,1851.42,2077.17,1916.17,1515.33,1681,1583.08,Heat shock protein 8 (Fragment) OS=Mus musculus OX=10090 GN=Hspa8 PE=1 SV=1
Q62507,200,200,15542.92,13013.41,10551.97,10247.89,14132.88,10343.69,12200.69,9709.1,12855.8,13303.95,16583.02,16835.78,15452.19,12241.09,14322.07,19570.6,18944.33,16008.91,17892.17,7624.87,10737.97,12267.12,15753.84,11585.58,17541.13,8807.74,18869.6,13508.78,22692.73,11372.28,9114.57,20290.15,Cochlin OS=Mus musculus OX=10090 GN=Coch PE=1 SV=2
D3Z2S4,30,30,9718.9,8614.37,9054.77,49222.9,18844.1,14035.93,17865.07,11356.4,17116.27,21492.4,12676.37,18511.4,6792.87,9200.33,21008.9,14536.63,11845.63,10597.03,15353.37,36625.73,14317.67,16646.2,23068.13,13551.4,23354.5,14229.17,14424.13,14853.4,9975.57,8547.2,13370.17,15071.03,phosphopyruvate hydratase (Fragment) OS=Mus musculus OX=10090 GN=Eno2 PE=1 SV=1
P04370-6,280,280,13836.23,10615.83,7993.95,19533.86,22305.3,11097.45,14148.94,15051.85,6696.19,35869.92,15930.35,25719.75,8242.03,25545.18,21610.56,16489.89,16864.12,13059.38,13554.64,14534.44,16947.63,13161.13,18269.56,17961.28,9136.43,23748.15,18126.94,20637.41,12103.89,23732.66,13753.22,17096.13,Isoform 6 of Myelin basic protein OS=Mus musculus OX=10090 GN=Mbp
P63260,181,181,10110.33,7350.46,5002.44,16857.99,10206.79,10775.97,8639.51,8945.67,7793.55,13788.8,8246.71,10587.43,6805.31,7113.75,11079.78,7505.56,12322.77,9042.25,8481.96,12543.36,7754.88,12779.82,11155.44,10674.62,10633.74,9128.76,9383.58,8495.05,9993.86,6608.67,7051.09,7781.25,"Actin, cytoplasmic 2 OS=Mus musculus OX=10090 GN=Actg1 PE=1 SV=1"
P60710,190,190,9729.53,7045.6,4798.72,16367.75,9780.98,10301.99,8304.5,8592.12,7477.08,13278.93,7902.04,10208.4,6510.08,6836.78,10656.19,7207.24,11858.62,8667.2,8136.54,12178.58,7431.33,12217.7,10722.85,10252.71,10201.94,8791.2,8991.38,8190.91,9560.29,6351.35,6781.49,7471.96,"Actin, cytoplasmic 1 OS=Mus musculus OX=10090 GN=Actb PE=1 SV=1"
D3YXF4,8,8,6621.38,5229.5,2468.25,24950.75,3543.38,5941.75,3696.5,4924.62,5261.5,11024,4211.38,7395.5,2962.5,4471.62,6685.25,4223,8070.38,6433,4185.12,18565,2691.88,7046.5,4772.75,5876.38,7178.75,7298.25,4791.75,5933.75,4350.5,4154,4254.12,4378,"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide (Fragment) OS=Mus musculus OX=10090 GN=Ywhaz PE=1 SV=8"
Q99PL5-4,59,59,4181.97,9023.29,4436.41,11670.63,641.75,11430.02,182.32,1385.1,4031.49,10949,905.92,1151.92,915.75,1327.25,1272.02,1160.75,5096.83,11100.17,7522.19,8683.49,487.24,13555.47,235.2,1652.47,5500.46,7248.54,1030.44,923.85,1344.49,1232.68,809.08,1203.05,Isoform RRp41 of Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1
A0A1D5RM20,86,86,6386.83,4650.49,3409.01,12111.67,7454.53,8316.94,6060.81,5971.05,5961.38,9044.92,5606.74,6505.63,4041.64,5203.01,7259.2,4803.58,7784.24,5720.63,5780.05,9011.66,5663.6,9863.4,7825.6,7124.93,8133.78,5987.97,6379.5,5219.76,5935.07,4833.47,4619.51,4979.83,"Actin alpha 1, skeletal muscle (Fragment) OS=Mus musculus OX=10090 GN=Acta1 PE=3 SV=1"
Q64524,103,103,17921.63,14519.92,8974.22,20819.65,65529.47,11081.09,48726.98,57054.39,12641.14,29047.19,43389.31,60706.93,34109.2,71807.78,70910.1,48499.43,21843.65,17862.25,15216.89,15491.23,49790.3,13141.74,62918.92,68083.84,17248.21,19231.03,49373.02,48711.65,50092.63,66713.66,45129.04,50283.45,Histone H2B type 2-E OS=Mus musculus OX=10090 GN=H2bc21 PE=1 SV=3
A0A0N4SUW8,8,8,9949.88,7803.5,5712.38,38984.38,10448.62,8458.25,9472.38,11191.5,7437,17530,9355.5,13789.62,6592.62,8159.88,11571.25,8705.5,12127.38,9599.38,9685.75,29007.38,7938.62,10031,12231,13354.62,10147.38,11605.75,10645.25,11064.62,9681.62,7580.5,7363.88,9025.38,"Enolase 2, gamma neuronal OS=Mus musculus OX=10090 GN=Eno2 PE=1 SV=1"
P43277,100,100,22717.15,29320.81,14995.07,32091.78,10202.45,30436.91,5002.38,9289.76,20234.9,62924.27,3624.22,11340.98,4557.86,9600.26,9118.66,7047.55,27688.81,36070.57,25426.14,23878.62,7751.55,36097.71,6458.94,11085.18,27609.83,41660.2,4123.63,9099.69,6693.23,8918.73,5802.9,7306.42,Histone H1.3 OS=Mus musculus OX=10090 GN=H1-3 PE=1 SV=2
P27005,6,6,7408.83,13863.33,6432.67,7777.67,6041.5,5111.67,6153,5095.17,5499.83,7104.33,6085.33,5754,5933.33,7727.5,5112.17,4520,9030,17054.5,10907.17,5787,4590,6062,7944.67,6079.83,7504,4703.33,6924.17,4616.67,8713.33,7178.83,3253.17,4685.83,Protein S100-A8 OS=Mus musculus OX=10090 GN=S100a8 PE=1 SV=3
Q91VW3,15,15,2889.47,1483.53,1147.4,2038.87,4490.6,6452.47,1915.47,1850.07,1643.47,4107.6,1986,2506,1212.2,2743.87,2115.47,1976.47,3521.4,1824.53,1945.13,1516.6,3411.67,7652.2,2473,2207.2,2242.07,2719.07,2259.4,2010.47,1779.67,2548.8,1346,2048.73,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Mus musculus OX=10090 GN=Sh3bgrl3 PE=1 SV=1
G3UZ07,118,118,9508.1,6859.35,4659.01,15897.29,9062.97,8680.16,7725.22,8502.4,6910.82,12368.94,7745.29,10125.42,6388.99,6642.11,9959.55,7181.93,11588.69,8438.04,7899.6,11828.5,6885.75,10294.19,9974.84,10145.66,9429.26,8188.68,8812.99,8124.34,9382.43,6170.48,6338.12,7445.69,"Actin, gamma, cytoplasmic 1 (Fragment) OS=Mus musculus OX=10090 GN=Actg1 PE=1 SV=1"
D3YWI1,61,61,3382.7,2466.75,2203.84,5494.51,4075.75,5272.85,3853.52,3001.7,4458.7,4932.05,3801.75,3890.84,3302.97,3499,5136.02,3181.1,4122.69,3034.2,3736.44,4087.84,3096.43,6253.11,4975.43,3581.49,6083.41,3264.92,4325.7,3121.59,4850.33,3250.34,3268.23,3297.67,Fructose-bisphosphate aldolase (Fragment) OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=8
P28184,22,22,557.95,1225.14,914.18,1355.86,1654.45,1072.59,619.23,952.68,812.5,2888.86,944.5,1713.86,532.55,936.5,1268.91,1106.82,679.77,1506.73,1549.73,1008.45,1256.68,1271.59,799.18,1136.36,1108.18,1912.23,1074.27,1374.68,781.68,869.55,807,1147.09,Metallothionein-3 OS=Mus musculus OX=10090 GN=Mt3 PE=1 SV=1
P07724,235,235,6080.9,5690.12,4415.61,44049.8,4984.83,7066.49,4568.62,6340.47,4836.14,11138.05,6474.27,11632.64,4485.71,6751.54,5291.53,6032.81,7411.42,6999.69,7486.95,32776.48,3787.12,8380.43,5898.87,7565.77,6598.45,7373.82,7366.73,9333.76,6587.32,6272.19,3367.24,6254.33,Albumin OS=Mus musculus OX=10090 GN=Alb PE=1 SV=3
A2A6G9,26,26,5778.48,2833.08,2621.12,10379.92,5463.6,2354.92,5323.76,4281.56,2519.68,7758.68,3965.24,6758.16,2593,4525.24,4105.28,3440.8,7042.88,3484.72,4444.2,7723.08,4150.96,2792.4,6874,5108.8,3437.76,5136.36,4511.76,5422.32,3807.64,4203.84,2612.24,3566.92,LIM and SH3 protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Lasp1 PE=1 SV=1
A2A6H0,26,26,5778.48,2833.08,2621.12,10379.92,5463.6,2354.92,5323.76,4281.56,2519.68,7758.68,3965.24,6758.16,2593,4525.24,4105.28,3440.8,7042.88,3484.72,4444.2,7723.08,4150.96,2792.4,6874,5108.8,3437.76,5136.36,4511.76,5422.32,3807.64,4203.84,2612.24,3566.92,LIM and SH3 protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Lasp1 PE=1 SV=1
P01942,479,479,15397.74,10556.63,8828.5,10678.75,8977.11,9027.35,9641.52,13119.5,10135.74,16203.33,11794.57,14043.64,13922.93,10602.92,9373.76,11829.62,18767.37,12986.49,14969.72,7945.45,6820.53,10705.96,12449.25,15655.3,13829.63,10727.37,13420.74,11268.32,20446.89,9850.33,5965.28,12264.38,Hemoglobin subunit alpha OS=Mus musculus OX=10090 GN=Hba PE=1 SV=2
D3YVD3,26,26,8629.92,7774.88,5721.65,50415.46,12133.35,9204.69,11022.38,12668.38,7289.15,19364.46,10083,15015.46,5922.77,8052.62,10946.08,9094.04,10518.35,9564.23,9701.5,37513.12,9218.65,10916.35,14232.42,15116.96,9945.5,12820.27,11473.08,12048.19,8697.73,7480.88,6965.85,9428.15,"Enolase 2, gamma neuronal (Fragment) OS=Mus musculus OX=10090 GN=Eno2 PE=1 SV=8"
Q5SX60,10,10,5065.6,4492.6,4640.3,15041.6,8546.7,11992.2,8474.8,6482.6,9317.5,9627.6,6180.4,6778.1,5384.3,5304.1,8892.2,4907,6173.9,5526.3,7867.8,11191.8,6493.3,14222.4,10942.8,7735.4,12713,6373.5,7032.1,5438.3,7906.9,4927.3,5658.8,5087.1,Enolase 3 (Fragment) OS=Mus musculus OX=10090 GN=Eno3 PE=1 SV=1
Q5SX61,10,10,5065.6,4492.6,4640.3,15041.6,8546.7,11992.2,8474.8,6482.6,9317.5,9627.6,6180.4,6778.1,5384.3,5304.1,8892.2,4907,6173.9,5526.3,7867.8,11191.8,6493.3,14222.4,10942.8,7735.4,12713,6373.5,7032.1,5438.3,7906.9,4927.3,5658.8,5087.1,Enolase 3 (Fragment) OS=Mus musculus OX=10090 GN=Eno3 PE=1 SV=1
F6WX90,16,16,8753.62,5945.81,4256,18141.81,7884,7268.69,7580.56,6949.19,6415.88,10982.94,5686.25,8373.81,4521,5538.44,8322.5,5039.75,10669.12,7314.12,7216.31,13498.62,5990,8620.19,9787.94,8292.19,8753.94,7271,6469.94,6718.75,6639.12,5145.06,5296.19,5224.62,"Actin, alpha, cardiac muscle 1 (Fragment) OS=Mus musculus OX=10090 GN=Actc1 PE=4 SV=1"
contaminant_KERATIN17,196,196,4583.82,6920.65,8329.34,17039.92,11512.03,8881.98,4960.41,4499.01,6623.06,7249.08,6214.6,9618.79,4937.54,6625.69,21411.59,8511.43,5586.66,8513.47,14123.35,12678.77,8746.67,10533.58,6404.74,5368.33,9036.63,4798.99,7071.24,7717.81,7250.88,6155.22,13626.58,8824.14,no description
contaminant_KERATIN08,197,197,2791.46,3691.97,4510.34,25950.18,5792.43,4614.22,2530.79,2186.03,3768.59,3612.28,3706.01,5850.54,2823.04,2921.73,23014.42,6435.61,3402.03,4541.52,7647.62,19308.78,4400.82,5472.02,3267.53,2608.24,5141.77,2391.18,4216.69,4694.11,4145.54,2714.08,14646.67,6671.98,no description
A2A6H1,23,23,6225.57,3025.87,2769.78,11088.65,5798.17,2527.7,5662.04,4557.17,2706.22,8328.74,4245.17,7247.7,2726.26,4861.57,4397.65,3712,7587.83,3721.91,4696.3,8250.43,4405.22,2997.3,7310.83,5437.7,3692.26,5513.78,4830.3,5815.13,4003.35,4516.35,2798.3,3848.09,LIM and SH3 protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Lasp1 PE=1 SV=1
A0A494B9T3,95,95,6414.49,4654.93,3405.98,11440.36,7280.31,8067.31,5908.16,6215.53,6025.45,9378.66,5958.49,6905.26,4500.07,5325.09,7276.78,5259,7817.97,5726.06,5774.89,8512.15,5531.21,9567.34,7628.49,7416.68,8221.2,6208.94,6779.77,5540.42,6608.33,4946.89,4630.71,5452,"Actin alpha 2, smooth muscle, aorta (Fragment) OS=Mus musculus OX=10090 GN=Acta2 PE=1 SV=1"
D3YZY0,95,95,6414.49,4654.93,3405.98,11440.36,7280.31,8067.31,5908.16,6215.53,6025.45,9378.66,5958.49,6905.26,4500.07,5325.09,7276.78,5259,7817.97,5726.06,5774.89,8512.15,5531.21,9567.34,7628.49,7416.68,8221.2,6208.94,6779.77,5540.42,6608.33,4946.89,4630.71,5452,"Actin, gamma 2, smooth muscle, enteric (Fragment) OS=Mus musculus OX=10090 GN=Actg2 PE=1 SV=2"
Q9R1Q8,29,29,4834.66,3022.52,1890.62,8144.55,4861.86,3265.41,4455,3486.03,2172.38,8244.86,3815.03,5849.9,2039.34,5316,4158.55,3854.62,5892.31,3717.86,3205.41,6059.79,3693.66,3872.31,5752.14,4159.59,2963.69,5458.28,4340.72,4693.55,2994.59,4938.34,2646.17,3996.03,Transgelin-3 OS=Mus musculus OX=10090 GN=Tagln3 PE=1 SV=1
Q9WTT4,9,9,7687,4520.78,3857.11,11943.56,7242.78,3832.56,8104,4748.78,3569.56,11799.89,6563.22,8833,3146.44,8602,8527.56,6563.22,9369,5561.11,6539.78,8886.44,5502.78,4544.78,10464,5666.44,4870.22,7811.89,7467.78,7087.22,4620.56,7991.33,5426.78,6804.11,V-type proton ATPase subunit G 2 OS=Mus musculus OX=10090 GN=Atp6v1g2 PE=1 SV=1
D3Z2K3,93,93,6525.96,4740.34,3462.8,11649.86,7384.13,8195.43,6000.52,6326.2,6118.51,9538.74,6070.29,7032.06,4579.02,5411.9,7414.55,5351.65,7953.83,5831.15,5871.24,8668.03,5610.1,9719.29,7747.75,7548.76,8348.17,6314.91,6906.98,5642.17,6724.27,5027.55,4718.39,5548.05,"Actin, gamma 2, smooth muscle, enteric (Fragment) OS=Mus musculus OX=10090 GN=Actg2 PE=1 SV=1"
P15864,79,79,22387.37,26090.57,15100.95,29981.25,10807.14,25150.76,5583.18,9302.87,20118.3,53130.38,4046.82,11208.39,4985.11,8909.92,8886.91,7391.37,27286.84,32096.66,25605.66,22308.22,8211.01,29828.34,7208.89,11100.82,27450.71,35175.9,4604.52,8993.24,7320.72,8277.38,5655.35,7662.84,Histone H1.2 OS=Mus musculus OX=10090 GN=H1-2 PE=1 SV=2
P70696,105,105,18299.67,14569.02,8940.67,22166.93,73579.25,10762.1,55998.92,61768.4,12024.19,29999.65,47495.62,66088.94,36069.89,78025.91,75011.57,53369.37,22304.4,17922.64,15159.99,16493.68,55906.68,12763.42,72308.91,73709.16,16406.38,19861.59,54045.61,53030.25,52972.13,72490.67,47739.33,55332.57,Histone H2B type 1-A OS=Mus musculus OX=10090 GN=H2bc1 PE=1 SV=3
A0A338P703,57,57,8341.78,4065.58,13846.73,8723.73,18174.56,13418.64,11164.11,3156.33,13070.27,4846.76,6188.11,7321.91,3822.36,4096.09,13304.73,8916.84,10167.09,5001.16,23479.02,6490.78,13808.98,15914.09,14415.44,3766.09,17833.8,3208.49,7041.2,5874.78,5613.13,3805.07,8467.07,9244.47,Alpha-2-HS-glycoprotein OS=Mus musculus OX=10090 GN=Ahsg PE=1 SV=1
